"
											齐力碧水湾
										",3室2厅,130.65㎡,低层（共18层）,南向,2007年建,内光华-琼楼路516号,350,26789元/㎡
"
											水木光华
										",2室1厅,51.3㎡,高层（共11层）,西向,2014年建,内光华-青羊大道16号,95,18518元/㎡
"
											博瑞都市花园
										",5室1厅,213.15㎡,高层（共6层）,南北向,2003年建,贝森-青羊大道101号,410,19235元/㎡
"
											时代尊城
										",3室1厅,113.62㎡,中层（共18层）,东南向,2007年建,内光华-东坡路399号,295,25963元/㎡
"
											荣盛花语城
										",3室1厅,72.63㎡,高层（共17层）,南向,2014年建,外光华-青羊区光华东一路75号,163.6,22525元/㎡
"
											成都花园上城
										",3室1厅,127.21㎡,低层（共22层）,南向,2009年建,贝森-家园南街1号,318,24998元/㎡
"
											蓝光SOFA社区
										",2室2厅,78.06㎡,低层（共20层）,南向,2011年建,万家湾-成飞大道南段238号,158,20240元/㎡
"
											战旗东路6号院
										",2室1厅,54㎡,高层（共7层）,南北向,1998年建,府南新区-战旗东路6号,77.8,14407元/㎡
"
											元益花园
										",2室1厅,87.23㎡,中层（共21层）,北向,2014年建,外光华-光华大道一段866号,125,14329元/㎡
"
											佳兆业广场
										",2室1厅,66.83㎡,低层（共15层）,东北向,2020年建,外光华-佳兆业广场,117,17507元/㎡
"
											中铁西城
										",3室2厅,92.92㎡,低层（共17层）,西南向,2014年建,万家湾-光华大道一段398号,225,24214元/㎡
"
											华府世家
										",2室1厅,65.25㎡,低层（共25层）,东向,2012年建,内光华-玉宇路996号(光华大道东坡立交内侧),143.3,21961元/㎡
"
											东原时光道
										",3室2厅,80.67㎡,中层（共22层）,南向,2016年建,外光华-光华大道一段(大公园对面),190,23552元/㎡
"
											祥域
										",3室1厅,127.8㎡,高层（共26层）,东北向,2009年建,内金沙-金凤路1号(金沙车站附近),310,24256元/㎡
"
											水木光华
										",2室1厅,83.67㎡,中层（共6层）,东南向,2015年建,内光华-青羊大道16号,158,18883元/㎡
"
											天合凯旋天际湾
										",3室2厅,155.2㎡,低层（共35层）,东北向,2008年建,内光华-内光华东坡大道339号(毗邻清水河),410,26417元/㎡
"
											世纪金沙二期
										",2室1厅,90㎡,中层（共18层）,南向,2007年建,内金沙-蜀辉路230号,200,22222元/㎡
"
											新城市广场
										",1室1厅,30㎡,中层（共23层）,南向,2003年建,八宝街-西大街1号,52,17333元/㎡
"
											青羊恒大翡翠华庭
										",3室1厅,85㎡,低层（共22层）,南向,2017年建,内光华-光华南三路(万家湾公交总站旁),180,21176元/㎡
"
											揽胜金沙
										",2室1厅,58.87㎡,高层（共35层）,东向,2012年建,内金沙-清江西路90号,145,24630元/㎡
"
											元益花园
										",2室2厅,78.02㎡,低层（共21层）,西向,2014年建,外光华-光华大道一段866号,125.8,16124元/㎡
"
											蜀风花园城一期
										",3室2厅,159.74㎡,低层（共6层）,东南向,2003年建,内金沙-金沙遗址路8号,320,20032元/㎡
"
											揽胜金沙
										",2室2厅,77.28㎡,低层（共35层）,西北向,2015年建,内金沙-清江西路90号,175,22644元/㎡
"
											荣富西城尚锦
										",4室1厅,101.2㎡,低层（共22层）,南向,2015年建,外光华-荣富西城尚锦,290,28656元/㎡
"
											英伦金沙
										",2室1厅,72.42㎡,中层（共24层）,西南向,2011年建,外金沙-清水滨河路99号(苏坡立交旁),110,15189元/㎡
"
											时代尊城
										",3室1厅,113.62㎡,中层（共18层）,东南向,2007年建,内光华-东坡路399号,295,25963元/㎡
"
											元益花园
										",3室1厅,78.76㎡,低层（共21层）,东向,2014年建,外光华-光华大道一段866号,135,17140元/㎡
"
											汇厦少城
										",3室2厅,101.23㎡,高层（共39层）,东南向,2014年建,天府广场-文庙西街,300,29635元/㎡
"
											金沙愉景一期
										",3室2厅,144.91㎡,高层（共11层）,西南向,2007年建,外金沙-清波路390号,260,17942元/㎡
"
											保利香槟光华
										",3室2厅,76.74㎡,中层（共18层）,东向,2014年建,万家湾-光华东五路255号,177,23064元/㎡
"
											天合凯旋天际湾
										",2室1厅,87.18㎡,中层（共35层）,东向,2011年建,内光华-内光华东坡大道339号(毗邻清水河),250,28676元/㎡
"
											万科金色领域
										",2室1厅,80.79㎡,低层（共24层）,东南向,2012年建,万家湾-光华南三路88号,175,21661元/㎡
"
											天合凯旋天际湾
										",2室3厅,124.01㎡,低层（共35层）,西南向,2011年建,内光华-内光华东坡大道339号(毗邻清水河),398,32094元/㎡
"
											壹号公馆
										",1室1厅,42㎡,高层（共26层）,南北向,2008年建,八宝街-人民中路三段1号,55,13095元/㎡
"
											飞大美誉大厦
										",1室1厅,41㎡,中层（共29层）,西向,2018年建,天府广场-人民中路三段1号,59.8,14585元/㎡
"
											金鹏街176号院
										",2室1厅,86㎡,中层（共6层）,东南向,2000年建,内金沙-金鹏街176号,136,15813元/㎡
"
											光华美邻
										",4室2厅,134.36㎡,低层（共11层）,南向,2015年建,内光华-瑞星路89号,330,24560元/㎡
"
											金沙鹭岛三期
										",4室2厅,168㎡,中层（共27层）,南北向,2014年建,内金沙-金沙鹭岛三期蜀辉路201号,750,44642元/㎡
"
											齐力碧水湾
										",3室2厅,133.69㎡,高层（共18层）,南向,2007年建,内光华-琼楼路516号,338,25282元/㎡
"
											二十一世纪花园一期
										",3室2厅,123.65㎡,中层（共8层）,南向,2003年建,贝森-苏坡东路27号,189,15285元/㎡
"
											保利金香槟
										",2室2厅,78.25㎡,高层（共18层）,东北向,2011年建,外金沙-保利金香槟蜀鑫路105号,149,19041元/㎡
"
											红墙国际
										",3室1厅,90.33㎡,高层（共38层）,东南向,2011年建,八宝街-红墙国际过街楼街17号,275,30443元/㎡
"
											元益花园
										",3室2厅,105.44㎡,高层（共21层）,西向,2014年建,外光华-光华大道一段866号,260,24658元/㎡
"
											北斗星花园公寓
										",4室1厅,161㎡,高层（共21层）,北向,2001年建,草市街-北斗星花园公寓北大街119号,268,16645元/㎡
"
											蓝光凯丽美域
										",3室2厅,100.62㎡,中层（共31层）,东南向,2010年建,内金沙-金祥路55号,280,27827元/㎡
"
											佳兆业广场
										",3室2厅,86.2㎡,高层（共15层）,西向,2020年建,外光华-佳兆业广场,146,16937元/㎡
"
											中铁西城
										",4室2厅,136.07㎡,低层（共18层）,东北向,2012年建,万家湾-光华大道一段398号,330,24252元/㎡
"
											海亮樾金沙
										",4室2厅,156.42㎡,高层（共24层）,东北向,2015年建,外金沙-蜀鑫路与清波路交汇处,380,24293元/㎡
"
											东立清水河畔
										",3室2厅,90㎡,高层（共23层）,南向,2008年建,外金沙-东立清水河畔金福南路55号,145,16111元/㎡
"
											印象金沙
										",2室2厅,89㎡,高层（共11层）,东南向,2006年建,内金沙-印象金沙金阳路390号,150,16853元/㎡
"
											文庙西街31号院
										",3室1厅,85.5㎡,高层（共7层）,东南向,1996年建,天府广场-文庙西街31号,148,17309元/㎡
"
											东立清水河畔
										",3室2厅,96.06㎡,高层（共23层）,东南向,2008年建,外金沙-金福南路55号,155,16135元/㎡
"
											齐力花园
										",3室2厅,131.74㎡,低层（共6层）,南向,2002年建,外光华-齐力花园青羊大道318号,232,17610元/㎡
"
											凯德风尚
										",3室1厅,128.29㎡,中层（共18层）,北向,2012年建,万家湾-苏坡中路8号,350,27281元/㎡
"
											光华美邻
										",3室2厅,103.27㎡,高层（共18层）,东北向,2007年建,内光华-瑞星路89号,275,26629元/㎡
"
											凯德风尚
										",2室1厅,79.28㎡,高层（共19层）,南向,2012年建,万家湾-苏坡中路8号,168,21190元/㎡
"
											锦都
										",2室2厅,99.71㎡,高层（共25层）,南向,2004年建,顺城街-通惠门路3号,325,32594元/㎡
"
											世纪金沙一期
										",4室1厅,157.76㎡,高层（共9层）,东南向,2009年建,内金沙-世纪金沙一期,345,21868元/㎡
"
											石人南路13号院
										",2室1厅,79.6㎡,高层（共7层）,南向,1998年建,石人小区-石人南路13号院石人南路13号,88,11055元/㎡
"
											东立光华杏林
										",2室2厅,81.37㎡,低层（共21层）,东北向,2010年建,万家湾-同辉南路256号,128,15730元/㎡
"
											长虹和悦府
										",3室2厅,103.34㎡,高层（共20层）,西向,2015年建,万家湾-光华北一路527号,208,20127元/㎡
"
											海亮爱金沙
										",2室1厅,59.29㎡,中层（共23层）,东南向,2016年建,外金沙-蜀鑫路与公园路交汇处(华润·金悦湾旁),120,20239元/㎡
"
											釜山国际城市公馆
										",3室2厅,128.02㎡,中层（共32层）,西北向,2008年建,天府广场-上池正街28号,298,23277元/㎡
"
											西城角巷15号院
										",3室1厅,72.49㎡,中层（共6层）,东向,1998年建,八宝街-西城角巷15号院西城角巷15号,148,20416元/㎡
"
											旭和倾城
										",2室2厅,85.06㎡,低层（共29层）,西向,2015年建,天府广场-小南街101号(人民公园旁),220,25864元/㎡
"
											元益花园
										",2室1厅,79.46㎡,低层（共21层）,东南向,2014年建,外光华-光华大道一段866号,125,15731元/㎡
"
											揽胜金沙
										",2室1厅,58.78㎡,低层（共35层）,东向,2000年建,内金沙-清江西路90号,150,25518元/㎡
"
											海亮樾金沙
										",3室2厅,88㎡,高层（共18层）,南向,2016年建,外金沙-海亮樾金沙蜀鑫路与清波路交汇处,212,24090元/㎡
"
											清水路苑
										",3室1厅,89.51㎡,中层（共18层）,北向,2012年建,苏坡-武青北路西货站路312号,145,16199元/㎡
"
											成都花园上城
										",3室2厅,135.18㎡,高层（共22层）,南北向,2009年建,贝森-成都花园上城家园南街1号,352,26039元/㎡
"
											金沙鹭岛二期
										",2室2厅,94.93㎡,低层（共26层）,西南向,2012年建,内金沙-蜀风路177号,248,26124元/㎡
"
											尊城国际
										",1室1厅,72.78㎡,高层（共36层）,西北向,2012年建,天府广场-金河路59号(宽窄巷子对面),249,34212元/㎡
"
											金沙云庭
										",4室1厅,152.73㎡,中层（共13层）,东北向,2012年建,内金沙-金沙云庭金阳路152号,511,33457元/㎡
"
											公元西
										",2室2厅,84.84㎡,中层（共32层）,东向,2012年建,内金沙-金沙遗址路68号,195,22984元/㎡
"
											海亮爱金沙
										",2室1厅,65.25㎡,中层（共22层）,东北向,2020年建,外金沙-蜀鑫路与公园路交汇处(华润·金悦湾旁),133,20383元/㎡
"
											富力丽思国际公馆
										",2室1厅,95.86㎡,中层（共44层）,东南向,2012年建,顺城街-富力丽思国际公馆顺城大街289号,200,20863元/㎡
"
											蓝光凯丽美域
										",3室1厅,121㎡,高层（共31层）,东向,2010年建,内金沙-金祥路55号,320,26446元/㎡
"
											青羊东二路125号院
										",2室1厅,57.78㎡,高层（共6层）,东向,2014年建,天府广场-青羊东二路125号,70,12114元/㎡
"
											中大君悦金沙五期
										",1室1厅,62.03㎡,高层（共18层）,东南向,2015年建,内金沙-蜀辉路8号,168,27083元/㎡
"
											锦程丽都
										",1室1厅,53.59㎡,低层（共13层）,东北向,2005年建,八宝街-锦程丽都宁夏街209号,95,17727元/㎡
"
											中大君悦金沙一期
										",3室2厅,123.93㎡,低层（共18层）,西南向,2015年建,内金沙-蜀辉路19号,298,24045元/㎡
"
											锦花苑
										",3室2厅,116.11㎡,中层（共7层）,北向,2002年建,内金沙-锦花苑锦翠南路1号,156,13435元/㎡
"
											龙景花园
										",3室2厅,138.71㎡,高层（共5层）,南向,2006年建,浣花小区-龙景花园百卉路21号,430,30999元/㎡
"
											旭和倾城
										",2室1厅,74㎡,低层（共29层）,东南向,2015年建,天府广场-小南街101号(人民公园旁),199,26891元/㎡
"
											鸿生花园
										",2室1厅,89㎡,低层（共14层）,东南向,2011年建,府南新区-同德街9号(成都市青少年宫对面),190,21348元/㎡
"
											优品道三期
										",3室2厅,89.36㎡,中层（共22层）,南向,2010年建,贝森-优品道三期青羊大道99号,276,30886元/㎡
"
											多子巷小区
										",3室2厅,102㎡,高层（共7层）,东南向,1990年建,天府广场-多子巷13号(仁厚街泡小对面),332,32549元/㎡
"
											红墙国际
										",3室1厅,90.33㎡,高层（共38层）,东南向,2011年建,八宝街-红墙国际过街楼街17号,275,30443元/㎡
"
											金沙园二期
										",2室1厅,79.83㎡,中层（共11层）,东南向,2004年建,内金沙-金沙园二期青羊大道209号,137.5,17224元/㎡
"
											方池街36号院
										",3室1厅,87.03㎡,低层（共6层）,南向,2014年建,顺城街-方池街36号,265,30449元/㎡
"
											汇厦少城
										",3室1厅,100.7㎡,中层（共39层）,西南向,2014年建,天府广场-文庙西街,365,36246元/㎡
"
											揽胜金沙
										",2室1厅,55.55㎡,中层（共35层）,东南向,2012年建,内金沙-清江西路90号,134.8,24266元/㎡
"
											中大君悦金沙一期
										",2室2厅,93.32㎡,低层（共18层）,西南向,2008年建,内金沙-中大君悦金沙一期蜀辉路19号,222,23789元/㎡
"
											长顺上街116号院
										",2室1厅,56.25㎡,高层（共6层）,南向,2015年建,天府广场-长顺上街116号附1-3号,120,21333元/㎡
"
											海亮爱金沙
										",3室2厅,81㎡,高层（共22层）,西北向,2014年建,外金沙-海亮爱金沙,162,20000元/㎡
"
											优品道二期
										",3室2厅,142.14㎡,高层（共11层）,南向,2007年建,贝森-优品道二期青羊大道99号,478,33628元/㎡
"
											东立清水河畔
										",3室2厅,118.36㎡,低层（共23层）,西南向,2008年建,外金沙-金福南路55号,165,13940元/㎡
"
											百花教师苑
										",3室1厅,95.25㎡,高层（共5层）,西北向,2000年建,浣花小区-大石西路54号,195,20472元/㎡
"
											石人南路8号院
										",2室1厅,50.58㎡,高层（共7层）,西南向,1997年建,石人小区-石人南路8号院石人南路8号,75.8,14986元/㎡
"
											凯德风尚
										",2室1厅,93.84㎡,高层（共19层）,南向,2012年建,万家湾-苏坡中路8号,166,17689元/㎡
"
											商业街6号院
										",3室2厅,95.4㎡,中层（共8层）,东向,1990年建,天府广场-商业街6号(商业街与东城根中街交界处),325,34067元/㎡
"
											颐和京都
										",4室2厅,156㎡,高层（共21层）,南北向,2015年建,外光华-培风路276号,244,15641元/㎡
"
											78号观邸
										",3室2厅,146.69㎡,低层（共32层）,东南向,2015年建,天府广场-锦里西路78号,388,26450元/㎡
"
											金沙园二期
										",3室1厅,137㎡,中层（共6层）,东南向,2015年建,内金沙-青羊大道209号,270,19708元/㎡
"
											东胜街5号院
										",4室1厅,101.27㎡,中层（共6层）,南向,2015年建,天府广场-东胜街5号(近庄森大厦),220,21724元/㎡
"
											东城根中街9号院
										",3室1厅,74.17㎡,低层（共7层）,东南向,2000年建,天府广场-东城根中街9号院东城根中街9号,162,21841元/㎡
"
											成都花园上城
										",2室1厅,98㎡,中层（共22层）,东西向,2008年建,贝森-家园南街1号,246,25102元/㎡
"
											天合凯旋城
										",3室2厅,152.31㎡,中层（共28层）,东南向,2008年建,贝森-天合凯旋城瑞联路66号,367,24095元/㎡
"
											东城根中街9号院
										",2室2厅,66㎡,低层（共7层）,南向,2000年建,天府广场-东城根中街9号院东城根中街9号,125,18939元/㎡
"
											金沙芙蓉苑
										",3室2厅,144.51㎡,中层（共6层）,东南向,2014年建,内金沙-金鹏街50号,300,20759元/㎡
"
											成都花园翠雍华庭
										",3室2厅,127.62㎡,低层（共11层）,西南向,2002年建,贝森-成都花园翠雍华庭青羊大道8号,315,24682元/㎡
"
											金沙鹭岛二期
										",2室2厅,94.93㎡,低层（共26层）,西南向,2012年建,内金沙-蜀风路177号,248,26124元/㎡
"
											东立清水河畔
										",1室1厅,50㎡,中层（共23层）,西南向,2009年建,外金沙-金福南路55号,68,13600元/㎡
"
											公元西
										",2室1厅,75.78㎡,低层（共32层）,西南向,2012年建,内金沙-公元西金沙遗址路68号,173.5,22895元/㎡
"
											中海金沙府
										",3室2厅,134.32㎡,低层（共31层）,西南向,2012年建,内金沙-中海金沙府,415,30896元/㎡
"
											金沙鹭岛三期
										",4室2厅,143.95㎡,低层（共27层）,东北向,2010年建,内金沙-金沙鹭岛三期蜀辉路201号,390,27092元/㎡
"
											元益花园
										",2室1厅,79.46㎡,低层（共21层）,东南向,2014年建,外光华-光华大道一段866号,125,15731元/㎡
"
											中铁西城
										",3室1厅,89.61㎡,低层（共18层）,东北向,2012年建,万家湾-光华大道一段398号,252,28121元/㎡
"
											元益花园
										",3室2厅,105.44㎡,高层（共21层）,西向,2014年建,外光华-光华大道一段866号,260,24658元/㎡
"
											蓝光COCO金沙二期
										",3室1厅,62.58㎡,中层（共17层）,东南向,2015年建,外金沙-蓝光COCO金沙二期清源三路169号,132,21093元/㎡
"
											时代凯悦
										",1室1厅,39.53㎡,高层（共40层）,东南向,2006年建,八宝街-时代凯悦人民中路二段70号,70,17708元/㎡
"
											壹号公馆
										",1室1厅,42㎡,高层（共26层）,南北向,2008年建,八宝街-人民中路三段1号,55,13095元/㎡
"
											西城角巷8号院
										",3室1厅,72.49㎡,低层（共6层）,东向,1970年建,八宝街-西城角巷8号院西城角巷8号,148,20416元/㎡
"
											融创观玺台
										",3室2厅,124.66㎡,中层（共20层）,东向,2016年建,内光华-西货站路207号(青羊万达旁),420,33691元/㎡
"
											公元西
										",2室2厅,86.78㎡,高层（共32层）,东南向,2012年建,内金沙-公元西金沙遗址路68号,212,24429元/㎡
"
											中海金沙府
										",3室1厅,155.48㎡,高层（共31层）,东南向,2012年建,内金沙-中海金沙府,508,32673元/㎡
"
											金沙园二期
										",4室2厅,168.63㎡,低层（共6层）,东北向,2004年建,内金沙-金沙园二期青羊大道209号,335,19865元/㎡
"
											世纪金沙一期
										",3室1厅,118.9㎡,高层（共11层）,东北向,2009年建,内金沙-世纪金沙一期,300,25231元/㎡
"
											锦绣光华
										",3室2厅,127.33㎡,低层（共21层）,东向,2010年建,外光华-中坝街29号,230,18063元/㎡
"
											合能西贵金沙
										",3室2厅,116.6㎡,低层（共15层）,西北向,2013年建,内金沙-金沙遗址路88号,360,30874元/㎡
"
											元益花园
										",3室2厅,109㎡,低层（共21层）,东向,2014年建,外光华-光华大道一段866号,172,15779元/㎡
"
											成都花园上城
										",3室1厅,134.6㎡,低层（共22层）,南向,2008年建,贝森-成都花园上城家园南街1号,305,22659元/㎡
"
											优品道四期
										",3室2厅,88.03㎡,高层（共30层）,东向,2010年建,贝森-优品道四期优品街77号,330,37487元/㎡
"
											清水路苑
										",2室2厅,88.97㎡,高层（共18层）,东南向,2012年建,苏坡-武青北路西货站路312号,147.9,16623元/㎡
"
											金阳易诚国际
										",2室1厅,73.99㎡,中层（共22层）,南向,2010年建,万家湾-培华路399号,130,17569元/㎡
"
											二十一世纪花园一期
										",3室2厅,111.81㎡,中层（共7层）,北向,2003年建,贝森-苏坡东路27号,195,17440元/㎡
"
											成都花园上城
										",3室1厅,127.21㎡,中层（共22层）,南向,2009年建,贝森-成都花园上城家园南街1号,318,24998元/㎡
"
											蓝光COCO金沙一期
										",4室3厅,89.39㎡,高层（共22层）,南向,2015年建,外金沙-青羊区清涟路27号,325,36357元/㎡
"
											时代尊城
										",3室1厅,149.95㎡,高层（共11层）,南向,2015年建,内光华-东坡路399号,380,25341元/㎡
"
											金沙兰亭
										",3室2厅,112.95㎡,低层（共16层）,东北向,2015年建,内金沙-金泽路1号(金沙遗址正门附近),260,23019元/㎡
"
											华府金沙
										",3室2厅,110㎡,低层（共32层）,南北向,2015年建,内金沙-蜀源路1号(金沙西单商场旁),368,33454元/㎡
"
											锦都
										",3室2厅,99.71㎡,中层（共25层）,东南向,2014年建,顺城街-通惠门路3号,345,34600元/㎡
